annual_income,debt_to_income_ratio,credit_utilization,late_payments,credit_history_years,loan_amount,interest_rate,employment_years,default
75317.25,0.313,0.407,0,15.5,22800.18,7.21,13.1,0
31104.14,0.353,0.366,0,2.4,4207.58,7.5,10.9,0
71680.98,0.459,0.933,1,6.8,26473.39,12.18,3.1,1
97291.87,0.267,0.553,1,11.5,41285.42,10.3,8.0,0
149913.03,0.289,0.104,0,16.6,29788.2,9.02,12.1,0
139132.08,0.249,0.638,0,31.2,16993.7,7.07,4.0,0
84104.17,0.436,0.476,2,3.0,15311.93,9.98,0.0,1
49831.78,0.392,0.514,0,4.5,22321.74,9.57,6.3,0
32658.11,0.392,0.743,2,12.8,13345.49,13.5,3.6,0
99048.17,0.251,0.215,0,7.6,24200.79,5.32,4.7,0
39310.52,0.25,0.855,2,3.1,14250.97,15.37,3.0,1
153226.79,0.201,0.608,0,6.8,46047.49,13.33,4.5,1
28941.22,0.382,0.302,1,10.0,6068.59,9.7,10.7,0
86223.61,0.252,0.498,0,4.0,11232.36,7.81,14.9,0
71310.66,0.282,0.203,1,11.7,14831.48,7.79,7.5,0
59153.82,0.27,0.38,0,16.1,19388.54,8.58,6.2,0
49093.24,0.379,0.595,0,7.5,13459.58,6.97,10.3,0
21955.24,0.311,0.413,2,3.0,7168.01,14.51,10.0,1
39939.14,0.447,0.434,2,5.0,7100.4,12.33,19.0,0
58337.92,0.314,0.393,0,13.9,10268.19,10.54,2.5,0
155520.64,0.346,0.033,1,7.8,30173.86,9.07,16.2,0
43113.92,0.36,0.502,2,3.6,5327.29,10.73,3.3,1
89105.98,0.303,0.42,2,8.6,40793.5,9.73,5.8,1
37345.37,0.145,0.409,0,20.7,4728.86,6.35,1.8,0
78338.44,0.366,0.21,0,10.7,11677.75,6.1,1.4,1
24988.96,0.302,0.05,0,8.3,8150.14,7.89,7.5,0
194079.17,0.324,0.093,0,6.4,58018.57,5.62,12.1,0
64574.17,0.296,0.361,0,7.9,18619.44,8.39,3.2,0
18000.0,0.471,1.0,1,11.5,5608.54,14.51,2.1,1
47950.86,0.182,0.49,0,8.8,19364.38,10.22,4.8,0
54429.03,0.271,0.129,0,4.1,3497.14,4.7,4.8,0
60102.75,0.355,0.377,0,11.9,19161.95,10.67,12.4,0
55823.95,0.237,0.353,0,13.0,18223.59,9.51,4.0,0
59273.36,0.07,0.516,0,5.7,12394.73,10.63,3.8,0
59003.6,0.067,0.021,1,4.0,5547.79,6.01,2.7,0
35221.41,0.256,0.623,1,3.4,5472.16,9.56,7.2,0
90418.32,0.311,0.183,1,4.5,26772.51,7.51,1.9,0
128374.87,0.33,0.796,0,17.3,40212.22,8.94,5.1,0
57416.22,0.183,0.358,0,9.9,21513.66,6.38,13.6,0
65427.5,0.318,0.808,0,12.1,13411.85,12.91,3.8,0
35962.68,0.312,0.392,0,11.0,16584.94,8.7,1.4,0
63869.23,0.219,0.215,0,3.0,20495.44,9.19,5.0,0
115216.91,0.111,0.01,1,19.4,36459.0,4.48,13.1,0
63603.99,0.305,0.217,0,10.4,26422.03,6.84,2.4,1
75698.55,0.185,0.431,0,3.3,24505.34,8.65,3.3,0
84213.98,0.192,0.555,0,4.5,36799.08,11.03,9.7,0
40761.11,0.214,0.629,0,11.5,5042.4,11.51,6.9,0
106917.61,0.234,0.266,1,6.2,35637.81,9.85,6.4,0
60757.44,0.239,0.472,0,11.4,29010.72,5.59,17.9,0
119404.27,0.299,0.333,3,16.3,25013.41,12.54,13.2,0
69476.72,0.36,0.328,1,16.7,11951.7,9.29,2.7,0
178488.8,0.221,0.714,0,20.5,53530.48,6.9,8.6,0
123386.82,0.31,0.313,0,12.1,21407.03,7.18,5.6,0
119654.76,0.14,0.027,0,13.0,5982.74,7.89,2.2,0
50635.69,0.314,0.355,0,11.5,11292.75,7.82,5.2,0
60296.76,0.08,0.521,0,11.7,9751.26,7.73,5.7,0
84772.18,0.287,0.158,0,18.1,18239.5,3.5,6.3,0
71075.94,0.124,0.635,0,13.8,27929.14,11.54,8.8,0
45852.89,0.419,0.631,1,11.0,19006.63,11.42,4.8,1
81118.35,0.419,0.344,0,11.7,16512.56,8.44,6.0,0
69569.14,0.229,0.328,1,6.9,8513.77,7.77,3.4,0
70623.7,0.497,1.0,1,3.7,19090.53,16.34,1.1,1
41021.23,0.324,0.469,0,15.7,15711.94,8.69,1.4,0
135488.77,0.251,0.01,0,14.2,42897.65,3.5,6.6,0
94624.56,0.29,0.511,0,20.6,20555.79,9.05,4.8,0
128249.89,0.416,0.059,0,14.4,33524.18,7.1,6.6,0
98882.67,0.257,0.141,0,5.4,28745.19,3.77,1.7,0
75966.32,0.333,0.311,0,6.6,27207.66,10.1,5.2,0
65877.97,0.183,0.638,1,15.9,27540.63,8.32,5.7,0
164207.2,0.276,0.365,0,5.1,69236.01,7.86,4.7,0
63544.1,0.31,0.527,0,15.5,21068.56,6.55,3.2,0
85535.32,0.175,0.419,1,5.4,23848.62,9.49,2.3,0
51102.35,0.49,0.211,1,9.1,13836.58,7.86,5.1,0
23084.31,0.393,0.913,0,8.3,8932.54,14.1,12.8,0
39779.39,0.117,0.746,0,12.2,4609.97,7.89,9.8,0
68165.96,0.39,0.481,1,14.3,11808.61,8.99,2.2,1
118426.26,0.292,0.086,0,16.5,45655.71,7.88,6.8,0
103344.87,0.096,0.268,0,4.8,38756.18,4.45,16.7,0
143132.64,0.454,0.2,0,8.1,45620.54,8.59,7.2,0
81927.83,0.213,0.46,0,9.0,33726.26,11.4,12.7,0
38668.08,0.33,0.843,2,1.5,13110.93,13.17,7.1,0
99595.35,0.223,0.678,0,10.1,26560.48,11.25,6.6,0
79614.04,0.199,0.25,0,3.5,17526.37,6.6,11.8,0
53399.57,0.145,0.265,0,7.2,8039.01,7.42,9.3,0
77840.7,0.132,0.561,0,14.1,22159.96,7.59,8.6,0
76250.61,0.172,0.081,0,14.5,32724.34,3.75,12.4,0
55393.05,0.338,0.585,0,7.0,10098.44,8.08,2.3,1
77431.63,0.345,0.15,0,7.4,3871.58,7.92,5.2,0
146862.28,0.108,0.793,0,6.1,45224.11,10.4,5.1,0
109282.9,0.176,0.147,2,8.7,43224.21,6.13,1.8,0
73351.92,0.116,0.612,0,14.8,25032.94,8.63,9.2,0
78678.72,0.186,0.368,1,10.8,9768.84,9.48,9.4,0
28046.46,0.4,0.585,2,2.2,8574.27,12.27,7.5,1
170449.17,0.149,0.518,0,33.7,34242.57,4.66,5.5,0
89099.96,0.424,0.52,4,14.3,45552.79,12.39,10.8,1
77934.39,0.382,0.872,2,11.9,28604.6,10.92,13.8,1
22616.4,0.249,0.251,0,13.0,7138.41,9.51,2.5,0
88139.3,0.318,0.389,0,10.3,38511.34,8.07,8.6,0
44352.36,0.51,0.66,1,9.0,15753.49,12.42,1.7,1
88703.11,0.252,0.92,2,8.1,9224.3,9.64,3.7,1
57675.64,0.373,0.694,0,18.5,12919.78,9.99,7.3,0
52211.69,0.311,0.664,1,11.3,21715.26,8.53,1.6,0
81814.74,0.305,0.794,0,12.5,36075.37,9.17,15.7,0
38032.46,0.427,0.185,1,7.6,8054.95,8.51,4.8,0
57394.18,0.282,0.173,1,3.5,9223.24,8.32,1.9,0
70905.55,0.221,0.279,0,11.1,29130.2,7.66,6.0,0
156291.07,0.258,0.226,1,13.6,43064.77,6.75,6.3,0
90103.56,0.282,0.712,0,1.8,12576.59,9.92,5.2,1
114362.46,0.315,0.795,0,3.9,15707.0,12.31,7.4,0
67016.46,0.373,0.195,0,1.7,8610.98,7.98,4.8,0
142673.83,0.124,0.16,1,6.2,30844.36,10.6,6.3,0
30688.82,0.36,0.233,0,10.0,7580.55,7.26,6.6,0
206252.16,0.253,0.323,0,13.6,80000.0,7.98,1.9,0
168322.74,0.269,0.491,2,8.2,80000.0,12.15,11.1,1
66708.4,0.183,0.2,1,3.1,18056.75,7.0,7.1,0
110837.01,0.074,0.447,2,5.7,46974.41,7.26,4.9,0
61111.57,0.486,0.215,2,24.9,9081.97,5.09,6.9,0
57384.0,0.219,0.239,0,3.8,19651.17,8.32,21.0,0
50652.79,0.328,0.1,0,4.1,7215.82,7.5,5.0,0
84795.06,0.334,0.609,0,5.6,27965.46,10.46,20.9,0
109356.3,0.365,0.613,1,12.5,18333.43,9.11,12.8,1
94255.49,0.396,0.257,0,9.8,34700.58,7.69,5.4,0
248468.96,0.273,0.375,0,13.5,80000.0,9.21,21.8,0
56960.3,0.271,0.698,2,12.5,17527.98,8.84,13.4,1
31375.82,0.184,0.656,0,6.0,13764.22,11.02,6.9,0
150440.94,0.197,0.369,1,10.4,19663.35,7.85,6.3,0
53725.48,0.03,0.295,0,6.3,7454.12,6.31,10.3,0
69603.82,0.03,0.544,0,3.1,28658.01,7.07,5.7,0
77503.19,0.403,0.257,0,15.7,6569.32,8.21,10.9,0
60610.82,0.279,0.788,2,5.1,21160.86,10.19,1.6,1
37995.98,0.12,0.095,0,11.2,3293.38,5.74,3.7,0
41388.1,0.44,0.389,0,7.6,19095.09,9.87,3.2,1
36071.98,0.213,0.527,0,12.8,4419.98,8.37,10.5,0
90839.27,0.416,0.311,1,19.7,30249.22,9.81,3.5,0
98808.2,0.41,0.631,2,2.0,28193.46,12.07,2.5,1
39979.94,0.335,0.353,0,18.6,13551.69,6.39,2.3,0
122466.96,0.184,0.092,1,21.4,20487.72,8.17,5.5,0
84723.26,0.337,1.0,0,10.6,25986.65,12.81,1.4,0
49198.57,0.335,0.197,0,22.2,18842.56,4.61,17.1,0
22049.21,0.385,0.572,1,10.9,2744.46,9.38,8.6,0
45374.24,0.121,0.536,0,4.7,18642.83,6.96,5.7,1
40801.39,0.44,0.563,0,10.1,9202.36,9.43,2.6,0
136418.77,0.301,0.445,1,7.3,39557.01,8.54,2.1,0
59928.76,0.551,0.517,0,9.7,20118.92,10.39,2.7,0
41065.55,0.304,0.405,0,6.3,7137.52,9.62,2.5,0
79150.49,0.179,0.526,1,7.4,5505.58,9.53,7.5,0
36525.48,0.171,0.517,0,18.1,9213.35,10.1,9.3,0
93429.33,0.392,0.405,1,9.9,40671.36,9.85,7.6,0
36477.72,0.414,0.621,1,17.8,9687.6,9.03,9.1,0
47105.3,0.429,0.071,0,3.3,17087.48,7.94,1.3,0
103460.0,0.127,0.01,0,7.3,34499.2,7.26,3.2,0
206093.03,0.324,0.08,0,8.1,80000.0,4.92,4.0,0
250000.0,0.112,0.315,0,14.3,80000.0,7.17,3.6,0
37393.5,0.348,0.643,0,6.5,10225.52,10.34,3.5,0
61398.01,0.12,0.527,0,11.2,11711.49,7.8,3.4,0
83009.04,0.318,0.43,0,10.7,33043.72,6.32,18.0,0
116591.3,0.297,0.601,0,6.1,21367.2,9.11,6.2,0
24315.18,0.541,0.523,0,2.9,7611.65,14.07,10.7,1
66107.65,0.305,0.723,1,14.7,7520.82,10.28,5.8,0
52475.72,0.214,0.331,0,15.1,8356.67,6.23,10.9,0
41659.7,0.168,0.01,0,6.8,5857.58,5.8,10.3,0
37691.98,0.289,0.901,0,7.3,15208.87,11.76,7.8,0
48373.85,0.362,0.767,0,6.1,5065.95,10.93,10.0,0
53801.09,0.495,0.525,0,18.4,14281.48,9.0,4.8,0
84231.07,0.274,0.244,1,8.6,22234.32,7.86,13.2,0
100253.19,0.04,0.348,0,13.2,43637.15,3.54,2.2,0
113327.59,0.26,0.01,0,7.0,30795.89,7.42,6.1,0
88492.14,0.337,0.569,0,17.4,19480.99,9.96,4.2,0
38013.91,0.341,0.254,0,5.2,8119.61,11.56,9.9,0
52944.85,0.272,0.427,1,8.6,14560.92,10.02,13.0,0
89771.0,0.228,0.307,0,33.4,20395.37,6.11,15.3,0
108696.8,0.427,0.867,0,4.1,50778.65,12.0,6.8,1
50786.31,0.371,0.63,1,0.6,9747.83,8.5,8.8,1
35863.51,0.415,0.907,0,4.8,12840.64,12.19,9.2,1
66376.06,0.354,0.587,1,7.5,11349.98,8.3,1.3,0
79508.97,0.243,0.748,0,7.0,15037.18,12.74,4.7,0
129942.16,0.157,0.064,0,7.0,60953.22,6.48,7.4,0
43421.8,0.316,0.378,0,5.5,9769.44,8.08,3.6,0
43310.64,0.231,0.697,0,3.0,14070.24,10.36,6.7,0
100782.69,0.301,0.129,1,18.7,19170.41,6.7,8.7,0
59153.72,0.319,0.129,1,9.1,5699.73,8.62,12.7,0
45710.55,0.388,0.717,0,6.5,16921.08,10.75,2.2,0
95129.23,0.359,0.676,1,10.2,41354.72,10.68,5.0,0
39699.09,0.226,0.356,0,12.5,12237.97,6.77,6.8,0
190304.51,0.213,0.447,0,6.1,63207.12,10.43,3.6,0
47908.52,0.271,0.2,1,15.4,13067.38,6.04,0.8,0
95362.13,0.408,0.109,0,6.8,12680.62,4.84,0.4,0
70165.9,0.307,0.597,0,20.5,25771.28,10.68,7.7,0
57305.6,0.519,0.483,1,2.5,19870.04,9.32,7.0,1
56027.07,0.25,0.402,1,2.9,8402.33,9.11,1.7,0
94221.01,0.443,0.485,0,25.5,39700.01,10.99,12.7,0
43439.57,0.407,0.819,2,3.9,14550.57,13.01,1.8,1
55497.79,0.372,0.01,0,5.3,16557.62,3.99,17.9,0
164689.34,0.278,0.597,0,5.3,70117.09,8.49,5.5,0
84279.86,0.259,0.329,0,15.9,22414.78,7.2,10.7,0
50539.23,0.436,0.084,1,2.5,4346.0,7.51,8.3,0
42199.09,0.2,0.01,0,6.2,8043.72,4.33,8.3,0
147721.58,0.469,0.755,0,3.3,38661.17,7.71,30.0,0
48783.11,0.399,0.47,0,12.8,18803.65,10.16,4.0,0
191238.46,0.185,0.07,0,14.8,80000.0,7.45,9.7,0
83682.14,0.109,0.146,2,13.2,9878.7,4.04,8.9,0
64473.74,0.435,0.432,0,9.4,30494.2,8.13,1.2,0
88478.55,0.188,0.413,0,3.5,18197.26,6.27,4.0,1
190661.06,0.308,0.331,1,10.8,39710.52,8.75,4.8,0
21228.0,0.268,0.717,1,16.3,3370.06,12.68,3.7,0
100238.81,0.063,0.423,0,17.0,36728.4,6.31,1.2,0
53657.43,0.436,0.644,1,4.9,13852.86,13.33,2.8,1
80244.07,0.086,0.066,0,9.5,4638.46,3.5,16.9,0
74439.93,0.249,0.37,0,14.9,31483.27,9.0,5.0,0
72085.17,0.212,0.01,0,14.1,15454.63,5.81,8.3,0
59193.45,0.421,0.944,3,9.2,23176.41,12.14,28.9,1
80909.39,0.255,0.234,0,16.4,36391.32,7.81,4.0,0
47135.68,0.167,0.453,0,15.1,2441.06,7.07,8.4,0
79936.06,0.397,0.242,0,15.4,9474.16,4.66,5.6,0
102453.22,0.134,0.649,0,19.9,31282.41,7.69,5.0,0
66689.87,0.328,0.125,1,10.6,27817.46,5.97,17.5,0
153234.19,0.282,0.517,1,13.6,68543.37,8.62,6.1,0
177544.63,0.159,0.024,0,10.1,24315.82,4.63,10.6,0
120349.9,0.129,0.505,0,5.0,18822.31,10.59,2.4,0
111142.88,0.109,0.523,0,20.8,17071.79,7.11,9.5,0
60679.06,0.178,0.455,0,21.0,29655.64,5.41,4.8,0
95592.21,0.389,0.468,0,10.6,47200.55,12.69,11.9,0
121149.43,0.289,0.671,0,5.8,60411.78,10.14,4.6,0
102707.28,0.3,0.582,0,7.9,29914.53,9.53,12.8,0
76259.43,0.056,0.202,0,4.3,17916.53,4.69,11.4,0
62672.59,0.314,0.593,1,10.6,9413.36,9.1,17.0,0
70780.07,0.388,0.88,0,3.7,23337.0,10.72,9.3,0
83447.59,0.468,0.963,1,11.6,20123.56,13.03,7.8,0
60839.96,0.478,0.145,0,10.5,8247.62,8.69,2.1,0
62662.3,0.268,0.076,0,11.6,22807.55,3.5,6.2,0
158218.37,0.328,0.691,0,7.1,43711.27,10.55,3.9,1
29826.1,0.296,0.614,2,22.0,8822.25,10.89,4.4,0
54290.28,0.15,0.152,0,18.9,18590.58,3.5,18.1,0
43212.98,0.204,0.325,0,9.4,14511.95,8.52,3.8,0
37180.9,0.367,0.17,2,12.8,18669.63,7.69,10.8,0
132584.31,0.143,0.204,0,14.1,58645.48,4.99,1.3,0
151925.19,0.209,0.197,0,11.3,49186.02,5.1,3.2,0
51392.41,0.265,0.436,1,13.1,22167.19,10.09,2.7,0
80155.59,0.344,0.303,0,13.8,24988.64,6.28,1.9,0
71919.95,0.237,0.321,0,6.8,13914.65,9.96,6.8,0
46094.0,0.18,0.509,0,12.3,13643.23,7.71,8.0,0
142111.79,0.499,0.701,0,8.7,51228.62,10.45,3.1,1
132065.13,0.284,0.378,1,9.4,62056.24,7.79,9.6,0
64460.75,0.258,0.792,1,5.3,33040.74,10.31,6.1,1
39083.45,0.265,0.38,0,3.7,12824.31,8.86,4.4,0
66346.0,0.291,0.141,0,6.3,9852.45,8.62,3.1,0
52942.9,0.166,0.203,0,7.8,18027.67,5.14,2.6,0
56539.35,0.388,0.51,0,10.0,12938.75,10.6,4.9,0
62443.87,0.353,0.734,4,8.1,13449.02,14.83,8.8,1
77950.5,0.274,0.01,0,20.6,22342.44,5.07,5.2,0
30982.57,0.501,0.251,0,7.8,4194.49,9.16,11.9,0
192922.85,0.405,0.548,0,19.4,25012.94,9.49,2.5,0
89913.87,0.254,0.349,0,9.5,30080.12,6.67,2.8,0
81190.03,0.351,0.851,1,7.0,29901.21,9.68,12.9,1
68902.1,0.193,0.01,0,6.0,17960.28,6.41,3.7,0
34618.05,0.251,0.463,1,9.9,9620.35,7.61,2.5,0
74238.23,0.215,0.172,1,5.8,22951.07,6.63,15.2,0
63075.2,0.432,0.737,0,8.8,21498.54,12.44,5.7,1
96691.04,0.262,0.659,0,2.8,38582.98,8.73,5.2,1
123583.32,0.247,0.753,0,6.3,25853.84,11.54,1.7,0
76325.97,0.34,0.739,1,8.7,16700.03,10.4,8.4,0
100983.09,0.225,0.739,0,10.7,46389.74,10.12,13.8,0
121284.28,0.407,0.677,2,23.6,22918.97,11.27,2.3,1
84120.42,0.427,0.351,0,12.7,16996.76,8.77,9.4,0
125830.74,0.231,0.536,0,22.0,18141.9,7.12,6.7,0
65053.78,0.373,0.355,2,11.6,14869.21,8.05,3.2,0
29963.51,0.18,0.01,0,10.8,9533.86,4.43,8.5,0
64966.04,0.361,0.442,1,15.3,7128.89,8.73,13.9,1
39956.79,0.328,0.775,0,9.5,6989.41,12.76,1.7,1
92631.74,0.038,0.557,0,8.1,22892.89,6.58,8.6,0
41513.38,0.308,0.543,1,10.3,13396.35,8.65,0.7,0
82839.0,0.351,0.51,1,4.4,27066.16,8.93,22.5,0
88881.96,0.347,0.78,0,1.8,44081.44,10.03,4.2,1
105089.69,0.475,0.438,1,9.2,17930.82,6.52,10.0,1
120151.89,0.173,0.674,0,17.9,16913.22,12.19,6.9,0
30959.62,0.316,0.037,0,23.0,8559.92,6.5,6.5,0
43904.42,0.365,0.01,0,6.8,9680.96,3.5,5.3,0
197800.97,0.353,0.728,2,5.5,80000.0,11.37,4.7,1
140942.27,0.18,0.202,0,13.5,7047.11,5.11,5.0,0
95152.88,0.168,0.168,0,15.8,9432.39,4.83,4.2,0
63083.88,0.219,0.42,0,14.7,24687.08,9.34,6.6,0
51019.97,0.257,1.0,1,7.6,15427.6,13.57,1.3,1
26075.11,0.313,0.663,0,6.2,10417.79,7.07,2.6,0
40000.87,0.323,0.902,0,5.9,15187.13,14.22,17.1,0
88690.19,0.178,0.643,0,15.7,9705.53,7.95,3.0,0
52238.62,0.337,0.248,0,3.6,8022.19,8.02,3.1,0
69302.02,0.093,0.174,0,15.9,11662.33,5.05,4.9,0
204963.73,0.211,0.376,0,23.5,80000.0,8.36,2.5,0
77190.1,0.185,0.059,0,8.6,17499.89,5.86,2.0,0
95340.66,0.176,0.49,0,25.2,11908.63,6.09,5.2,0
70363.95,0.295,0.833,1,1.8,11857.89,12.69,5.7,1
76138.68,0.206,0.448,1,13.3,38072.02,9.89,5.7,1
55470.25,0.331,0.304,0,6.3,25027.25,7.34,13.3,0
112937.11,0.335,0.633,0,13.9,46822.05,9.35,5.6,0
77197.84,0.29,0.44,1,4.8,37413.59,10.66,11.7,0
37944.98,0.42,0.243,0,11.2,16785.18,8.12,2.9,0
76942.52,0.201,0.068,1,12.7,9165.95,3.5,1.8,0
57196.57,0.38,0.274,0,15.4,13521.85,8.42,3.4,0
55517.21,0.4,0.252,0,8.7,11167.41,5.9,9.4,0
75258.31,0.339,0.25,2,8.6,16039.14,7.56,17.4,1
87728.36,0.299,0.7,1,2.9,21676.98,9.54,8.1,0
105052.6,0.074,0.585,0,3.4,33932.22,8.44,4.4,0
71645.67,0.322,0.727,0,12.1,28871.37,12.36,11.4,1
70869.12,0.419,0.253,0,7.7,26616.0,6.34,6.0,0
26158.29,0.291,0.482,0,10.3,8352.46,8.81,8.8,0
103548.27,0.152,0.762,1,3.6,29608.71,9.57,14.2,1
96001.02,0.367,0.715,0,7.4,24653.54,10.64,2.7,0
36767.24,0.303,0.252,1,14.1,9630.17,6.22,25.0,0
97620.31,0.216,0.01,0,9.8,40924.7,4.71,6.5,0
108796.15,0.155,0.502,0,10.8,45329.22,7.19,13.2,0
125751.78,0.447,0.65,0,8.1,57633.68,10.82,9.6,0
67104.58,0.31,0.738,1,13.7,21162.67,10.47,4.3,1
67033.45,0.407,0.611,0,12.2,13042.3,10.39,2.9,0
139280.93,0.24,0.354,0,9.0,15984.46,8.88,2.6,0
47283.1,0.293,0.863,2,8.0,12221.53,15.06,2.7,1
66777.22,0.221,0.206,0,6.5,23013.57,4.25,2.0,0
60898.88,0.16,0.357,0,6.8,17108.4,9.36,1.0,0
173448.97,0.35,0.109,0,30.7,8672.45,4.55,5.5,0
31766.17,0.391,0.674,0,14.2,15035.42,8.46,4.0,1
84095.55,0.201,0.518,0,3.3,26322.78,10.42,3.4,0
53165.31,0.443,0.749,3,8.8,26663.98,15.6,8.3,1
124241.34,0.324,0.273,0,11.7,32314.65,6.12,2.7,0
35322.84,0.281,0.369,1,1.1,17146.96,11.8,7.4,0
101409.73,0.066,0.128,0,17.7,22626.3,6.21,16.7,0
74254.49,0.366,0.206,0,13.9,17908.58,5.79,5.7,0
89525.68,0.289,0.796,2,19.2,38291.21,12.71,9.0,0
34202.68,0.256,0.576,0,22.8,4723.69,8.22,1.5,0
74975.59,0.195,0.4,2,1.4,8963.24,8.22,6.8,1
24066.06,0.373,0.418,0,1.8,7082.7,10.7,2.5,0
61254.15,0.268,0.017,0,8.7,19315.42,3.56,1.3,0
27976.87,0.344,0.337,1,1.8,10697.99,8.34,4.0,1
93280.05,0.357,0.679,0,6.4,31527.48,12.2,3.5,0
107658.91,0.261,0.062,0,6.2,8643.81,6.19,15.1,0
117816.52,0.234,0.683,0,11.2,42182.06,10.99,15.5,0
116811.36,0.347,0.18,1,6.8,35786.46,9.91,7.2,0
60139.78,0.317,0.853,0,14.0,11214.98,10.72,6.4,0
111914.81,0.081,0.133,0,22.0,10709.42,3.5,5.3,0
72566.69,0.35,0.218,0,6.5,26588.1,8.3,4.7,0
61551.15,0.255,0.7,1,7.3,9548.19,11.62,3.3,0
129017.01,0.359,0.279,0,7.8,38973.22,6.75,6.7,0
236779.09,0.131,0.154,0,10.6,17768.29,8.14,4.6,0
40883.01,0.52,0.427,2,4.5,17078.52,8.56,5.8,1
86402.64,0.509,0.787,1,14.7,14918.47,12.23,6.1,1
83625.14,0.138,0.176,0,12.6,25742.84,5.31,6.5,0
83567.68,0.177,0.325,3,5.9,13213.77,8.9,2.4,0
72286.33,0.464,0.147,1,2.7,32195.97,9.23,1.9,1
69433.52,0.226,0.138,0,23.4,29932.82,5.63,4.9,0
18000.0,0.298,0.118,0,14.5,8776.48,5.52,3.6,0
175762.45,0.074,0.263,0,2.9,48537.71,8.2,5.1,0
49270.3,0.207,0.562,1,31.8,9409.89,10.24,7.4,0
73005.28,0.12,0.301,0,17.5,13221.82,4.74,7.4,0
73160.86,0.231,0.577,0,13.2,31447.64,9.55,5.9,0
35872.34,0.462,0.598,0,5.2,15452.3,10.69,0.3,0
75591.73,0.408,0.228,1,13.9,20162.68,6.14,1.1,0
64396.08,0.251,0.466,1,2.8,24833.95,11.4,4.0,1
66512.59,0.117,0.01,0,8.7,10344.69,5.79,2.8,0
80374.18,0.381,0.233,1,18.2,25184.93,6.05,0.7,0
62168.68,0.364,0.485,1,9.5,8284.4,12.01,4.9,0
102905.22,0.354,0.462,1,14.7,15818.38,11.98,1.9,0
50439.2,0.199,0.01,1,5.7,16175.0,5.0,7.9,0
44691.3,0.372,0.109,1,6.1,8444.48,10.26,23.0,0
90831.05,0.35,0.67,1,12.1,24601.37,10.36,4.0,1
40732.62,0.217,0.507,1,13.1,8700.14,6.53,3.8,0
48945.7,0.228,0.371,0,10.1,8592.18,6.74,12.5,0
73324.81,0.233,0.01,0,13.6,8486.93,4.2,4.8,0
75983.88,0.077,0.022,0,11.6,14294.36,3.5,10.3,0
77353.99,0.339,0.43,0,8.6,33828.87,7.38,11.1,0
54644.81,0.322,0.624,0,7.0,6553.73,9.67,5.7,0
64101.92,0.11,0.114,0,12.4,20998.04,5.36,3.4,0
105885.79,0.339,0.242,1,8.9,43528.55,5.71,12.2,1
102305.75,0.536,0.331,1,14.5,38938.96,8.11,2.8,1
27149.21,0.165,0.411,0,15.8,5158.49,8.5,10.3,0
27949.45,0.385,0.206,1,8.6,6166.25,7.53,2.7,0
143103.31,0.292,0.01,0,9.0,12690.59,4.82,5.2,0
186667.37,0.088,0.01,0,14.2,60387.3,3.5,5.9,0
19444.09,0.326,0.789,1,13.9,4841.06,10.11,0.7,1
98960.7,0.305,0.639,0,1.8,42071.41,14.26,12.1,0
146813.95,0.397,0.085,0,13.1,61084.82,8.69,2.6,0
53755.95,0.112,0.309,0,21.8,15148.35,6.5,4.8,0
142825.44,0.146,0.272,0,15.6,38552.12,4.62,19.3,0
74994.93,0.376,0.549,0,11.0,12396.6,8.89,4.7,0
65407.32,0.278,0.401,1,26.1,26156.0,8.66,9.3,0
31119.13,0.464,1.0,2,11.4,16397.91,15.1,9.9,1
101755.29,0.284,0.153,1,7.6,39762.76,7.64,4.8,0
112351.93,0.265,0.408,3,17.0,33561.13,11.22,5.4,1
233399.96,0.092,0.315,0,11.1,23649.68,5.25,6.1,0
177774.07,0.144,0.455,0,17.6,66715.29,8.86,9.1,0
52790.85,0.21,0.698,1,10.7,20395.52,10.86,8.8,0
250000.0,0.128,0.088,0,10.5,80000.0,6.78,6.9,0
137995.59,0.239,0.65,0,11.6,21757.82,9.18,4.0,0
79368.63,0.261,0.618,0,6.1,20734.12,11.5,6.1,0
33238.45,0.369,0.872,0,6.2,5025.02,13.67,6.2,1
33684.1,0.18,0.102,0,14.0,5207.05,4.91,9.1,0
36257.31,0.28,0.154,0,14.6,4871.23,7.01,7.6,0
42943.65,0.32,0.598,0,20.8,5444.9,9.83,4.9,0
145625.03,0.12,0.346,1,11.7,67032.73,9.37,0.6,0
94171.86,0.308,0.439,0,13.6,17233.81,7.58,12.2,0
47426.81,0.294,0.322,1,3.5,16667.05,9.57,3.5,0
61845.78,0.238,0.725,0,5.4,24481.53,12.25,6.4,0
42722.79,0.371,0.968,3,7.3,16120.18,15.46,6.6,1
93066.68,0.417,0.308,1,10.4,33551.52,8.95,7.8,1
37095.72,0.345,0.149,1,5.5,7871.8,9.07,0.4,0
95465.3,0.14,0.359,1,15.4,10039.6,6.6,5.5,0
72206.04,0.203,0.151,1,9.3,27860.35,6.04,4.4,0
50791.45,0.255,0.531,1,9.2,10401.8,10.44,1.1,0
136794.26,0.246,0.288,0,12.7,65985.59,9.21,2.2,0
52850.71,0.369,0.76,1,11.4,16126.82,10.89,25.3,1
41888.39,0.241,0.634,0,8.0,5361.89,9.29,5.1,0
69666.39,0.356,0.811,1,11.5,25332.67,12.28,11.8,0
55544.74,0.356,0.619,1,8.1,27990.17,11.08,1.2,0
